term_bits,size_bits,class,steps_run,size0,final_size,max_size,pos_delta_frac,hit_node_cap,period,first_recur_step,head_bits,head_k,head_count,chain_len,milestone_steps,milestone_arg_sizes,growth,ckpt_0_1k_5k_10k_20k,k0_frac,max_k,final_k,notes
0001000110100000011001010111011001101010,40,monotone-growth,34,19,786457,786457,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000110100000011100001100111001111010,40,monotone-growth,1869,18,500429,500429,1.0000,1,0,0,,0,0,0,,,n/a,18|200077|0|0|0,1.0000,0,0,
0001000110100000011100001110000111110110,40,opaque,20000,17,61427,61721,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),17|3417|15727|30657|61427,1.0000,0,0,
0001000110100000011100001110011001111010,40,blowup,209,18,129730,129730,0.7368,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,1.0000,0,0,step-alloc-cap
0001000110100000011100001110010111101010,40,blowup,44,18,27991,27991,0.8182,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,1.0000,0,0,step-alloc-cap
0001000110100000011100001011011001111010,40,opaque,20000,18,83312,83399,0.0375,0,0,0,,0,0,0,,,linear(r2=1.000),18|4537|21387|42252|83312,1.0000,0,0,
0001000110100000011100001011101001111010,40,opaque,20000,18,88424,88478,0.0384,0,0,0,,0,0,0,,,linear(r2=1.000),18|5082|23384|45216|88424,1.0000,0,0,
0001000110100000011100001011100111101010,40,monotone-growth,1759,18,500191,500191,1.0000,1,0,0,,0,0,0,,,n/a,18|216128|0|0|0,1.0000,0,0,
0001000110100000011100101011100010110110,40,blowup,3525,18,1141621,1141621,0.0031,1,0,0,,0,0,0,,,linear(r2=0.786),18|124163|0|0|0,1.0000,0,0,
0001000110100000010110100101110110011010,40,monotone-growth,34,19,786457,786457,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000110100000010110100101011101011010,40,monotone-growth,50,19,858979,858979,0.9800,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000110100000010110011010010111010110,40,monotone-growth,72,19,654559,654559,0.9861,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000110100000010111001011010001110110,40,blowup,76,18,70100,70100,0.5263,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,1.0000,0,0,step-alloc-cap
0001000110100000010110010111011001101010,40,monotone-growth,34,19,786457,786457,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000110100000010111000011100111101010,40,opaque,20000,18,41729,42020,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|2474|10879|20930|41729,1.0000,0,0,
0001000110100000010101101001011101011010,40,monotone-growth,51,19,523858,523858,0.9804,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000110100000010101110001110011101010,40,blowup,87,18,50896,50896,0.3563,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,1.0000,0,0,step-alloc-cap
0001000110100001100000000111001111101110,40,opaque,20000,17,81327,81621,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),17|4407|20677|40527|81327,1.0000,0,0,
0001000110100001100000011001110011110110,40,blowup,7354,18,500036,500036,0.5159,1,0,0,,0,0,0,,,linear(r2=0.989),18|38962|302184|0|0,1.0000,0,0,
0001000110100001100000011001011110110110,40,blowup,5189,18,500063,500063,0.5188,1,0,0,,0,0,0,,,linear(r2=0.991),18|63846|475053|0|0,1.0000,0,0,
0001000110100001100000011100110011110110,40,monotone-growth,1714,18,500159,500159,1.0000,1,0,0,,0,0,0,,,n/a,18|226479|0|0|0,1.0000,0,0,
0001000110100001100000010110110011110110,40,opaque,20000,18,108418,108472,0.0384,0,0,0,,0,0,0,,,linear(r2=1.000),18|6069|28384|55198|108418,1.0000,0,0,
0001000110100001100000010111010011110110,40,blowup,4778,18,500068,500068,0.3416,1,0,0,,0,0,0,,,linear(r2=0.973),18|50290|0|0|0,1.0000,0,0,
0001000110100001100000010110011110110110,40,monotone-growth,1612,18,500226,500226,1.0000,1,0,0,,0,0,0,,,n/a,18|245858|0|0|0,1.0000,0,0,
0001000110100001100001110011100111000110,40,blowup,189,18,501018,501018,0.5238,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,1.0000,0,0,
0001000110100001100001000001101100111010,40,opaque,20000,19,31834,32185,0.0072,0,0,0,,0,0,0,,,linear(r2=0.999),19|1879|8248|15781|31834,1.0000,0,0,
0001000110100001100001000110001100111010,40,blowup,2237,19,500051,500051,0.5110,1,0,0,,0,0,0,,,linear(r2=0.975),19|152839|0|0|0,1.0000,0,0,
0001000110100001100001011000111100111010,40,opaque,20000,18,20084,20180,0.0239,0,0,0,,0,0,0,,,linear(r2=1.000),18|1102|5058|9942|20084,1.0000,0,0,
0001000110100001100001011000001100111010,40,opaque,20000,19,5030,6374,0.2036,0,0,0,,0,0,0,,,linear(r2=0.959),19|741|2256|2852|5030,1.0000,0,0,
0001000110100001100001011110011101000110,40,monotone-growth,1612,18,500226,500226,1.0000,1,0,0,,0,0,0,,,n/a,18|245858|0|0|0,1.0000,0,0,
0001000110100001100001010110001000111010,40,opaque,20000,19,341,698,0.4986,0,0,0,,0,0,0,,,linear(r2=0.323),19|241|373|623|341,1.0000,0,0,
0001000110100001100110000001110011000110,40,blowup,370,19,569378,569378,0.3973,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000110100001100110000001111001111010,40,blowup,362,18,506779,506779,0.5083,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,1.0000,0,0,
0001000110100001100110010110000110001010,40,opaque,20000,20,218973,225300,0.0919,0,0,0,,0,0,0,,,linear(r2=0.932),20|13593|54201|109107|218973,1.0000,0,0,
0001000110100001100100011000110010011010,40,opaque,20000,19,89644,215004,0.4004,0,0,0,,0,0,0,,,linear(r2=0.568),19|7447|22156|44644|89644,1.0000,0,0,
0001000110100001110011000000110011110110,40,opaque,20000,18,61629,61923,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|3464|15829|30800|61629,1.0000,0,0,
0001000110100001011011001100001100111010,40,blowup,3482,19,500345,500345,0.6623,1,0,0,,0,0,0,,,linear(r2=0.972),19|80128|0|0|0,1.0000,0,0,
0001000110100001011011001100001011101010,40,blowup,4380,19,500009,500009,0.4952,1,0,0,,0,0,0,,,linear(r2=0.973),19|57939|0|0|0,1.0000,0,0,
0001000110100001000110100001100110001110,40,blowup,2276,19,590485,590485,0.5584,1,0,0,,0,0,0,,,linear(r2=0.964),19|40145|0|0|0,1.0000,0,0,
0001000110100001000110100101100000001010,40,opaque,20000,20,72690,81920,0.1260,0,0,0,,0,0,0,,,linear(r2=0.707),20|5050|18065|36274|72690,1.0000,0,0,
0001000110100001000110100101100110001010,40,opaque,20000,20,4152,5376,0.1255,0,0,0,,0,0,0,,,linear(r2=0.669),20|912|708|4551|4152,1.0000,0,0,
0001000110100001011000100101100011000110,40,blowup,3548,19,523220,523220,0.2500,1,0,0,,0,0,0,,,linear(r2=0.967),19|36730|0|0|0,1.0000,0,0,
0001000110100001011000110000101101100010,40,opaque,20000,19,950,2574,0.0071,0,0,0,,0,0,0,,,linear(r2=0.569),19|398|800|938|950,1.0000,0,0,
0001000110100001011000110010110001000110,40,opaque,20000,19,227233,266084,0.2507,0,0,0,,0,0,0,,,linear(r2=0.903),19|15165|56537|113458|227233,1.0000,0,0,
0001000110100001000101101010010110001010,40,opaque,20000,20,59208,73665,0.0919,0,0,0,,0,0,0,,,linear(r2=0.801),20|3963|14658|29508|59208,1.0000,0,0,
0001000110100001011000001110011000001110,40,opaque,20000,18,84362,184322,0.3338,0,0,0,,0,0,0,,,linear(r2=0.745),18|6602|20966|42122|84362,1.0000,0,0,
0001000110100001010110001010010110001010,40,opaque,20000,20,58974,73722,0.0006,0,0,0,,0,0,0,,,linear(r2=0.763),20|4212|14631|29406|58974,1.0000,0,0,
0001000110100001000111001011011101000110,40,blowup,1006,18,8704,8704,0.5089,1,0,0,,0,0,0,,,n/a,18|4445|0|0|0,1.0000,0,0,step-alloc-cap
0001000110100001000111001011000101000110,40,opaque,20000,19,216203,243180,0.5006,0,0,0,,0,0,0,,,linear(r2=0.787),19|4966|53968|108034|216203,1.0000,0,0,
0001000110100001000101101110011101000110,40,blowup,1014,18,7174,7174,0.5049,1,0,0,,0,0,0,,,n/a,18|3752|0|0|0,1.0000,0,0,step-alloc-cap
0001000110100001000101100010011101000110,40,opaque,20000,19,170713,192004,0.5003,0,0,0,,0,0,0,,,linear(r2=0.787),19|4020|42679|85365|170713,1.0000,0,0,
0001000110100001011000000110011110110110,40,opaque,20000,18,60424,60724,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|3189|15224|29949|60424,1.0000,0,0,
0001000110100001011000011001100000111010,40,opaque,20000,19,90631,98311,0.3362,0,0,0,,0,0,0,,,linear(r2=0.766),19|3120|22844|45383|90631,1.0000,0,0,
0001000110100001011100110000001111011010,40,opaque,20000,18,103629,103923,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|5939|26829|52091|103629,1.0000,0,0,
0001000110100001011100110000110011101010,40,monotone-growth,2293,19,500225,500225,1.0000,1,0,0,,0,0,0,,,linear(r2=0.977),19|150655|0|0|0,1.0000,0,0,
0001000110100001011100110000101110101010,40,monotone-growth,2150,19,500201,500201,1.0000,1,0,0,,0,0,0,,,linear(r2=0.976),19|163159|0|0|0,1.0000,0,0,
0001000110100001010001101001011000101010,40,opaque,20000,20,107232,110538,0.1121,0,0,0,,0,0,0,,,linear(r2=0.689),20|2469|26676|53520|107232,1.0000,0,0,
0001000110100100011000110000110011000110,40,opaque,20000,19,62851,107520,0.6004,0,0,0,,0,0,0,,,linear(r2=0.700),19|4677|15750|31408|62851,1.0000,0,0,
0100000111000111000010101101000011011010,40,opaque,20000,18,31971,32745,0.0071,0,0,0,,0,0,0,,,linear(r2=0.999),18|2207|8966|16789|31971,1.0000,1,0,
0001000110000111011000000101110100111010,40,monotone-growth,2161,18,500149,500149,0.9792,1,0,0,,0,0,0,,,linear(r2=0.972),18|156991|0|0|0,1.0000,0,0,
0001000110010110101000000111001011010110,40,monotone-growth,54,19,524289,524289,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000110010110101000000111001011011010,40,monotone-growth,54,19,524289,524289,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000110010110101000000111001011101010,40,monotone-growth,54,19,524289,524289,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000110010110101000000101110100111010,40,monotone-growth,2136,19,500045,500045,1.0000,1,0,0,,0,0,0,,,linear(r2=0.972),19|160065|0|0|0,1.0000,0,0,
0001000101101001101000000110011100111010,40,monotone-growth,1797,19,500370,500370,1.0000,1,0,0,,0,0,0,,,n/a,19|213735|0|0|0,1.0000,0,0,
0001000101101001101000000111001100111010,40,monotone-growth,391,19,552632,552632,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000101101001101000000111001110011010,40,monotone-growth,42,19,797349,797349,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000101101001101000000111001011011010,40,monotone-growth,60,19,819255,819255,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000101101001101000000101110100111010,40,monotone-growth,2133,19,500010,500010,1.0000,1,0,0,,0,0,0,,,linear(r2=0.973),19|160935|0|0|0,1.0000,0,0,
0001000101101001101000000101100111010110,40,monotone-growth,2141,19,500050,500050,1.0000,1,0,0,,0,0,0,,,linear(r2=0.976),19|164255|0|0|0,1.0000,0,0,
0001000101100110101000000110011100111010,40,monotone-growth,1945,19,500180,500180,1.0000,1,0,0,,0,0,0,,,n/a,19|185125|0|0|0,1.0000,0,0,
0001000101100110101000000111001100111010,40,monotone-growth,412,19,505479,505479,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000101100110101000000111001110011010,40,monotone-growth,48,19,710249,710249,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000101100110101000000111001011101010,40,monotone-growth,64,19,655575,655575,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000101100110101000000101110100111010,40,monotone-growth,2137,19,500040,500040,1.0000,1,0,0,,0,0,0,,,linear(r2=0.972),19|159735|0|0|0,1.0000,0,0,
0001000101011010101000000110011100111010,40,monotone-growth,1961,19,500070,500070,1.0000,1,0,0,,0,0,0,,,n/a,19|183045|0|0|0,1.0000,0,0,
0001000101011010101000000111001100111010,40,monotone-growth,424,19,506575,506575,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000101011010101000000111001110011010,40,monotone-growth,72,19,713009,713009,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000101011010101000000111001011010110,40,monotone-growth,57,19,655360,655360,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000101011010101000000111001011011010,40,monotone-growth,57,19,655360,655360,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000101011010101000000111001011101010,40,monotone-growth,57,19,655360,655360,1.0000,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000101011010101000000101110100111010,40,monotone-growth,2135,19,500020,500020,1.0000,1,0,0,,0,0,0,,,linear(r2=0.972),19|160335|0|0|0,1.0000,0,0,
0001010001011001101010000001110011011010,40,opaque,20000,19,106701,106701,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),19|5357|26701|53357|106701,1.0000,0,0,
0001010001010110101010000001110011011010,40,opaque,20000,19,106693,106693,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),19|5357|26693|53357|106693,1.0000,0,0,
0001000110000111001011101101000011000110,40,opaque,20000,18,1733,3512,0.5991,0,0,0,,0,0,0,,,linear(r2=0.644),18|544|719|1411|1733,1.0000,0,0,
0001000110000101101000011011000011000110,40,opaque,20000,19,525,1296,0.0071,0,0,0,,0,0,0,,,linear(r2=0.317),19|300|585|636|525,1.0000,0,0,
0000010001011011010000001011010000110110,40,opaque,20000,19,526,1297,0.0071,0,0,0,,0,0,0,,,linear(r2=0.317),19|301|586|637|526,1.0000,0,0,
0101000001100011000100001011010000110110,40,ratchet-candidate,20000,19,524,1295,0.0071,0,0,0,0001011010000110110,1,141,64,2;4;8;14;22;32;44;58;74;92;112;134,10;13;16;19;22;25;28;31;34;37;40;43,linear(r2=0.317),19|299|584|635|524,0.0000,2,2,
0001010001101000000110010111011001101010,40,monotone-growth,35,19,524310,524310,0.9714,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001010001101000000111000011100111101010,40,opaque,20000,18,41327,41618,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|2382|10677|20646|41327,1.0000,0,0,
0001010001101000000101101001011101011010,40,monotone-growth,55,19,573088,573088,0.9636,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001010000011000110100001011010000110110,40,opaque,20000,19,525,1296,0.0071,0,0,0,,0,0,0,,,linear(r2=0.317),19|300|585|636|525,1.0000,0,0,
0100000101110011101101100000011100110110,40,opaque,20000,17,106699,106702,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),17|5355|26699|53355|106699,1.0000,1,0,
0100000101011101101101100000011100110110,40,opaque,20000,17,106691,106694,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),17|5355|26691|53355|106691,1.0000,1,0,
0101001000011010000001100101110110011010,40,monotone-growth,35,19,524310,524310,0.9714,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9143,2,0,
0101001000011010000001110000111001111010,40,opaque,20000,18,41327,41618,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|2382|10677|20646|41327,0.9999,2,0,
0101001000011010000001011010010111010110,40,monotone-growth,55,19,573088,573088,0.9636,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9455,2,0,
0100000111011000000110010111011001100010,40,monotone-growth,1154,18,501442,501442,0.9991,1,0,0,,0,0,0,,,n/a,18|376779|0|0|0,0.9991,1,0,
0100000111011000000111001100101110110110,40,blowup,11903,17,500034,500034,0.5002,1,0,0,,0,0,0,,,linear(r2=1.000),17|42015|210075|420015|0,0.9999,1,0,
0100000111011000000101110011011001110110,40,blowup,663,17,502014,502014,0.5023,1,0,0,,0,0,0,,,n/a,17|0|0|0|0,0.9985,1,0,
0100000111011000000101011100010110011010,40,blowup,121,18,524318,524318,0.4298,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9917,1,0,
0100000111011000011000011001110011000110,40,blowup,138,18,555035,555035,0.6087,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9928,1,0,
0100000111011000011000011001011000111010,40,blowup,1866,18,501098,501098,0.7546,1,0,0,,0,0,0,,,n/a,18|202666|0|0|0,0.9995,1,0,
0100000111011000011000010110011000111010,40,blowup,478,18,630480,630480,0.5397,1,0,0,,0,0,0,,,n/a,18|0|0|0|0,0.9979,1,0,
0100000111011000011001100000011001111010,40,blowup,1089,18,500087,500087,0.5464,1,0,0,,0,0,0,,,n/a,18|407445|0|0|0,0.9991,1,0,
0100000111011000011001100000011100110110,40,opaque,20000,18,106712,106715,0.5001,0,0,0,,0,0,0,,,linear(r2=1.000),18|5392|26712|53392|106712,1.0000,1,0,
0100000111011000011001100000011100111010,40,opaque,20000,18,44246,44259,0.3408,0,0,0,,0,0,0,,,linear(r2=0.555),18|28451|34232|37464|44246,1.0000,1,0,
0100000111011000011001100110000110001110,40,opaque,20000,18,13156,15484,0.3004,0,0,0,,0,0,0,,,linear(r2=0.736),18|3327|6464|14254|13156,1.0000,1,0,
0100000111011000011001011001011000101010,40,opaque,20000,19,368239,382316,0.1438,0,0,0,,0,0,0,,,linear(r2=0.937),19|22963|91455|183695|368239,1.0000,1,0,
0100000111011000010001101001011000001010,40,opaque,20000,19,50447,73726,0.1676,0,0,0,,0,0,0,,,linear(r2=0.745),19|3807|12519|25155|50447,1.0000,1,0,
0100000111011000010110001100101101000110,40,blowup,2002,18,639627,639627,0.2557,1,0,0,,0,0,0,,,linear(r2=0.893),18|196712|0|0|0,0.9995,1,0,
0100000111011000010001110011010011000110,40,blowup,12261,18,515804,515804,0.6679,1,0,0,,0,0,0,,,linear(r2=0.945),18|31039|148360|296989|0,0.9999,1,0,
0100000111011000010110011000110000110110,40,opaque,20000,18,623,1829,0.0072,0,0,0,,0,0,0,,,linear(r2=0.324),18|398|683|734|623,1.0000,1,0,
0100000111011000010000011100110110011010,40,opaque,20000,18,173374,173374,0.6667,0,0,0,,0,0,0,,,linear(r2=1.000),18|8695|43374|86695|173374,1.0000,1,0,
0100000111011000010000011100111010011010,40,opaque,20000,18,173374,173374,0.6667,0,0,0,,0,0,0,,,linear(r2=1.000),18|8695|43374|86695|173374,1.0000,1,0,
0100000111011000010001110010110101000110,40,blowup,2028,18,570812,570812,0.5049,1,0,0,,0,0,0,,,linear(r2=0.964),18|95308|0|0|0,0.9995,1,0,
0100000111011000010001011010011101000110,40,opaque,20000,18,159332,229375,0.5003,0,0,0,,0,0,0,,,linear(r2=0.787),18|3752|39846|79674|159332,1.0000,1,0,
0100000111011000010110011001100011000110,40,opaque,20000,18,63440,66970,0.4006,0,0,0,,0,0,0,,,linear(r2=0.935),18|7675|25249|31141|63440,1.0000,1,0,
0100000111011000010110000001110011011010,40,opaque,20000,18,106715,106715,0.5001,0,0,0,,0,0,0,,,linear(r2=1.000),18|5395|26715|53395|106715,1.0000,1,0,
0100000111011000010110000110011000111010,40,opaque,20000,18,275905,368292,0.5009,0,0,0,,0,0,0,,,linear(r2=0.843),18|18643|68747|137815|275905,1.0000,1,0,
0100000111011000010110011001100000111010,40,blowup,12240,18,552581,552581,0.3346,1,0,0,,0,0,0,,,linear(r2=0.950),18|32925|220202|440926|0,0.9999,1,0,
0100000111011000010110011001011000101010,40,opaque,20000,19,298795,312872,0.1438,0,0,0,,0,0,0,,,linear(r2=0.945),19|18751|74211|149055|298795,1.0000,1,0,
0101001000010110011010100000011100110110,40,opaque,20000,19,106701,106701,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),19|5357|26701|53357|106701,0.9997,2,0,
0101001000010101101010100000011100110110,40,head-recurrent-other,20000,19,106693,106693,0.5000,0,0,0,0000011100110110,2,4,1,4;6,15;7,linear(r2=1.000),19|5357|26693|53357|106693,0.9996,3,0,argsz15->7/statesz31->39
0100010001101100110100000011100101101010,40,blowup,49,19,1062912,1062912,0.4898,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.8980,2,0,
0100010110001100000100001011010000110110,40,ratchet-candidate,20000,19,525,1299,0.0071,0,0,0,0001011010000110110,2,141,64,1;3;7;13;21;31;43;57;73;91;111;133,10;13;16;19;22;25;28;31;34;37;40;43,linear(r2=0.317),19|300|585|636|525,0.0000,3,3,
0100010110001100110100000011001100111010,40,head-recurrent-other,1374,19,500215,500215,0.3464,1,0,0,0000011001100111010,3,475,2,5;15,9;50,n/a,19|304677|0|0|0,0.0000,302,300,argsz9->50/statesz162->550
0100010110001100110100001011010000110110,40,ratchet-candidate,20000,19,541,1315,0.0071,0,0,0,0001011010000110110,2,141,64,1;3;7;13;21;31;43;57;73;91;111;133,10;13;16;19;22;25;28;31;34;37;40;43,linear(r2=0.318),19|316|601|652|541,0.0000,3,3,
0101001000010110101000000111001011010110,40,monotone-growth,57,19,524288,524288,0.9825,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9123,2,0,
0101001000010110101000000111001011011010,40,monotone-growth,57,19,524288,524288,0.9825,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9123,2,0,
0101001000010110101000000111001011101010,40,monotone-growth,57,19,524288,524288,0.9825,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,0.9123,2,0,
0101001000010110101000000101110100111010,40,head-recurrent-other,2136,19,500009,500009,0.9995,1,0,0,00000101110100111010,2,1067,2,2;6,9;19,linear(r2=0.972),19|160029|0|0|0,0.0000,1022,1021,argsz9->19/statesz29->59
0000010001100011000010101101000011011010,40,opaque,20000,19,31972,32746,0.0071,0,0,0,,0,0,0,,,linear(r2=0.999),19|2208|8967|16790|31972,1.0000,0,0,
0100000111000011000011110011101000011010,40,opaque,20000,18,41126,41417,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|2336|10576|20504|41126,1.0000,1,0,
0100000001111000111100001011010000110110,40,opaque,20000,17,523,1297,0.0071,0,0,0,,0,0,0,,,linear(r2=0.317),17|298|583|634|523,1.0000,1,0,
0100000110011100011100001011010000110110,40,opaque,20000,18,524,1298,0.0071,0,0,0,,0,0,0,,,linear(r2=0.317),18|299|584|635|524,1.0000,1,0,
0100000101110001110100001011010000110110,40,opaque,20000,18,524,1298,0.0071,0,0,0,,0,0,0,,,linear(r2=0.317),18|299|584|635|524,1.0000,1,0,
0001000110010001100011010000110011000110,40,opaque,20000,19,62865,107520,0.6004,0,0,0,,0,0,0,,,linear(r2=0.700),19|4648|15702|31402|62865,1.0000,0,0,
0001000110010110011010100000011100110110,40,opaque,20000,19,106723,106726,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),19|5387|26723|53387|106723,1.0000,0,0,
0001000110010110011010100000011100111010,40,opaque,20000,19,15129,15141,0.3311,0,0,0,,0,0,0,,,linear(r2=0.994),19|2367|4953|8377|15129,1.0000,0,0,
0001000110010101101010100000011100110110,40,opaque,20000,19,106699,106702,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),19|5379|26699|53379|106699,1.0000,0,0,
0001000110010101101010100000011100111010,40,opaque,20000,19,15119,15141,0.3311,0,0,0,,0,0,0,,,linear(r2=0.994),19|2363|4951|8359|15119,1.0000,0,0,
0001000101101001100110100000011100110110,40,opaque,20000,19,106699,106702,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),19|5379|26699|53379|106699,1.0000,0,0,
0001000101101001011010100000011100110110,40,opaque,20000,19,106699,106702,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),19|5355|26699|53355|106699,1.0000,0,0,
0001000101100110100110100000011100110110,40,opaque,20000,19,106731,106734,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),19|5411|26731|53411|106731,1.0000,0,0,
0001000101100110100110100000011100111010,40,opaque,20000,19,15821,15843,0.3234,0,0,0,,0,0,0,,,linear(r2=0.994),19|2497|5261|8733|15821,1.0000,0,0,
0001000101011010100110100000011100110110,40,opaque,20000,19,106731,106734,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),19|5387|26731|53387|106731,1.0000,0,0,
0001000101011010100110100000011100111010,40,opaque,20000,19,15827,15843,0.3235,0,0,0,,0,0,0,,,linear(r2=0.994),19|2503|5259|8733|15827,1.0000,0,0,
0001000101100110011010100000011100110110,40,opaque,20000,19,106779,106782,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),19|5443|26779|53443|106779,1.0000,0,0,
0001000101100110011010100000011100111010,40,opaque,20000,19,45775,45795,0.3402,0,0,0,,0,0,0,,,linear(r2=0.538),19|30127|35761|39029|45775,1.0000,0,0,
0001000101100101101010100000011100110110,40,opaque,20000,19,106747,106750,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),19|5411|26747|53411|106747,1.0000,0,0,
0001000101100101101010100000011100111010,40,opaque,20000,19,45765,45789,0.3405,0,0,0,,0,0,0,,,linear(r2=0.543),19|29457|35715|39007|45765,1.0000,0,0,
0001000101011010011010100000011100110110,40,opaque,20000,19,106723,106726,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),19|5403|26723|53403|106723,1.0000,0,0,
0001000101011010011010100000011100111010,40,opaque,20000,19,45773,45795,0.3402,0,0,0,,0,0,0,,,linear(r2=0.539),19|30053|35759|39035|45773,1.0000,0,0,
0001000101011001101010100000011100110110,40,opaque,20000,19,106707,106707,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),19|5363|26707|53363|106707,1.0000,0,0,
0001000101011001101010100000011100111010,40,blowup,4072,19,500207,500207,0.5005,1,0,0,,0,0,0,,,linear(r2=1.000),19|127225|0|0|0,1.0000,0,0,
0001000101010110101010100000011100110110,40,opaque,20000,19,106699,106699,0.5000,0,0,0,,0,0,0,,,linear(r2=1.000),19|5363|26699|53363|106699,1.0000,0,0,
0001000101010110101010100000011100111010,40,blowup,4074,19,500207,500207,0.5005,1,0,0,,0,0,0,,,linear(r2=1.000),19|127225|0|0|0,1.0000,0,0,
0001000111001101000011000000110011110110,40,opaque,20000,18,61227,61521,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|3372|15627|30516|61227,1.0000,0,0,
0001000101101011000011000000110011110110,40,opaque,20000,18,61227,61518,0.0100,0,0,0,,0,0,0,,,linear(r2=1.000),18|3372|15627|30516|61227,1.0000,0,0,
0001000101101101000000110011100101101010,40,blowup,37,19,531500,531500,0.4865,1,0,0,,0,0,0,,,n/a,19|0|0|0|0,1.0000,0,0,
0001000101101101000000110010110011011010,40,opaque,20000,19,140009,140015,0.3333,0,0,0,,0,0,0,,,linear(r2=1.000),19|7019|35009|70019|140009,1.0000,0,0,
0001000101101101000000110010110011101010,40,opaque,20000,19,90029,90035,0.2500,0,0,0,,0,0,0,,,linear(r2=1.000),19|4529|22529|45029|90029,1.0000,0,0,
0001000101101101000000110010101101101010,40,opaque,20000,19,179999,180005,0.4000,0,0,0,,0,0,0,,,linear(r2=1.000),19|8999|44999|89999|179999,1.0000,0,0,
